Total Words Loaded,
Outer Iterations,1
Cross Validation:,10
Features Used: ,word


Artifact
,precision,recall,f1-score,support
Artifact,0.67746458014750011,0.57837606601895775,0.60330829258991059,410.69999999999999
None,0.63023187014231874,0.69067738820852997,0.63742393650892493,403.30000000000001

Accuracy,0.63132678132678122


Person
,precision,recall,f1-score,support
None,0.81686635017187881,0.60891288300050095,0.69764565523427302,1492.9000000000001
Person,0.68624213383128951,0.86244823614204214,0.76427526270663593,1480.0999999999999

Accuracy,0.73511604439959632


Location
,precision,recall,f1-score,support
Location,0.8960378672694812,0.7846136254450331,0.83659273428296255,1723.9000000000001
None,0.80480907340213004,0.90691689941487363,0.85279632079172862,1687.0999999999999

Accuracy,0.84514805042509522


Facility
,precision,recall,f1-score,support
Facility,0.80755667126626718,0.58907015235212645,0.68100115581835463,466.19999999999999
None,0.66965014279974411,0.85551584356276733,0.75115956228150293,453.80000000000001

Accuracy,0.72054347826086951


Organization
,precision,recall,f1-score,support
None,0.86241926087429766,0.53467084551739741,0.65996523605397184,525.39999999999998
Organization,0.66811364246305982,0.91616017258943716,0.77263760741844356,537.60000000000002

Accuracy,0.72765757290686728


