Total Words Loaded,10000
Outer Iterations,15
Cross Validation:,10
Features Used: ,ngrams,word


Artifact
,precision,recall,f1-score,support
Artifact,0.62191662418736093,0.63813995634605181,0.62734058235383339,77.453333333333347
None,0.62395093626349363,0.60638218476780648,0.61232437594837885,76.546666666666653

Accuracy,0.62099567099567099


Person
,precision,recall,f1-score,support
None,0.72908903934710378,0.74960888968603201,0.73854957566837776,253.61333333333334
Person,0.740256991370287,0.71866494194396457,0.72858760887611096,251.38666666666666

Accuracy,0.73392739273927388


Location
,precision,recall,f1-score,support
Location,0.87524540454351263,0.81530152687385005,0.84400218441848118,313.84666666666669
None,0.82687858995823804,0.88365748630565122,0.85414319182810061,313.15333333333331

Accuracy,0.84938862307283358


Facility
,precision,recall,f1-score,support
Facility,0.69315075297388173,0.69261981727810029,0.69075244689721083,83.340000000000003
None,0.69015035146653303,0.68968205813722805,0.68775966470381056,82.659999999999997

Accuracy,0.6901606425702812


Organization
,precision,recall,f1-score,support
None,0.72590087055711394,0.76728488500757852,0.74451523903801586,101.59333333333332
Organization,0.75544500387324887,0.71218962528531715,0.73149663590782565,102.40666666666668

Accuracy,0.73869281045751645


